"I don't have a PAN card. What other IDs can I use to register as a seller?
","As a GeM customer service, I can provide you with information regarding the use of alternative identification documents for seller registration in the absence of a PAN card. Please note that the following options may be subject to change based on updates or modifications to the GeM portal guidelines.

1. **Aadhaar Card:**
   - You can utilize your Aadhaar card as an alternative identity proof to register as a seller on GeM. It is a widely accepted document for various official purposes in India. Make sure you have a valid Aadhaar number linked to your mobile phone for OTP verification during the registration process.

2. **Driving License:**
   - If you hold a valid Driving License issued by the Regional Transport Office (RTO) in India, you can use it as an identity document for GeM seller registration. Ensure that your Driving License is current and contains your photograph and signature.

3. **Passport:**
   - You can utilize your valid Indian Passport as an identity proof for GeM seller registration. It is an internationally recognized document that serves as a proof of your identity and nationality.

4. **Voter ID Card:**
   - If you possess a valid Voter ID Card issued by the Election Commission of India, you can use it as an alternative identity document for GeM seller registration. It is widely accepted as a proof of identity and address in India.

5. **Shop & Establishment Certificate:**
   - In certain cases, the Shop & Establishment Certificate issued by the local authorities can be used as an identity proof for GeM seller registration. This document serves as evidence of your business existence and registration at a specific location.

6. **Certificate of Incorporation:**
   - If you are registering as a company or LLP, you can utilize the Certificate of Incorporation or LLP Registration Certificate issued by the Ministry of Corporate Affairs (MCA) as an identity proof.

7. **Partnership Deed:**
   - If you are registering as a partnership firm, you can submit the registered Partnership Deed as an identity document during the GeM seller registration process.

8. **Trust Deed:**
   - In the case of registration as a Trust, you can provide the registered Trust Deed as an identity proof for GeM seller registration.

Please keep in mind that the specific requirements for identity proof may vary depending on the type of entity you are registering as (individual, company, partnership, etc.). It is advisable to consult the latest GeM guidelines or reach out to their support team for confirmation of accepted identity documents."
"I entered the wrong PAN details by mistake when registering. How can I correct this?
","To correct the PAN details you entered incorrectly during registration on the GeM portal, follow these steps:

1. Log in to the GeM portal using your registered email address and password.

2. Click on the ""My Profile"" section in the top right corner of the page.

3. Select the ""Personal Information"" tab.

4. Scroll down to the ""PAN Details"" section and click on the ""Edit"" button.

5. Enter your correct PAN details in the fields provided.

6. Click on the ""Save"" button to update your PAN information.

Please note that it may take some time for the PAN details to be updated in the system. If you encounter any issues or delays in updating your PAN details, you can contact the GeM Customer Support team for assistance.

Additionally, here are some important points to keep in mind:

* Make sure to enter your correct PAN details without any errors or typos.
* The PAN details you provide should match the PAN details registered with the Income Tax Department.
* Incorrect PAN details may lead to issues with payments and GST claims.
* If you have already placed orders using the incorrect PAN details, you should contact the GeM Customer Support team to resolve the issue."
"My PAN verification failed even though I entered the right PAN. What should I do?
","* Check if you have registered with GeM using the same PAN which you are trying to verify.
* Ensure that you have entered the correct PAN details, including the alphabetic characters.
* If you are still facing issues, you can raise a ticket with GeM by following these steps:
>* Log in to your GeM account.
>* Click on ""Support"" from the top menu.
>* Select ""Raise a Ticket.""
>* Enter your query in the ""Description"" field.
>* Attach any supporting documents, if necessary.
>* Click on ""Submit.""

Your ticket will be assigned to a customer service executive who will assist you in resolving the issue."
"I don't have a company email ID. Can I use my personal email for seller registration?
","Thank you for your question. Unfortunately, as per GeM guidelines, you cannot use your personal email ID for seller registration. You must have a valid company email ID to register as a seller on the GeM portal. This is because GeM is a B2B (business-to-business) platform, and it requires all sellers to be registered businesses with a valid GSTN (Goods and Services Tax Identification Number)."
"I forgot my user ID. How can I retrieve it?
","To retrieve your forgotten GeM user ID, you can follow these simple steps:

1. Visit the GeM portal at https://gem.gov.in.

2. Look for the ""Forgot User ID"" or ""Retrieve User ID"" link on the login page. This link is usually located below the login button.

3. Click on the ""Forgot User ID"" or ""Retrieve User ID"" link.

4. You will be redirected to a page where you need to provide your registered email address or mobile number.

5. Enter your registered email address or mobile number in the designated field.

6. Click on the ""Submit"" or ""Retrieve"" button.

7. A verification code or link will be sent to your registered email address or mobile number.

8. Retrieve the verification code or click on the link provided in the email or SMS.

9. Enter the verification code or follow the instructions in the email to reset your password.

10. Once you have reset your password, you will be able to use your new password and your User ID to log in to the GeM portal.

Remember, for security reasons, it's important to create a strong password and keep it confidential. If you continue to have issues retrieving your User ID or logging in, you can contact GeM's customer support for further assistance."
"I'm unable to receive the OTP to verify my email. What should I do?
","1. **Check your spam or junk folder:** Sometimes, OTPs can be mistakenly filtered into these folders.


2. **Wait a few minutes and try again:** There might be a delay in receiving the OTP. Please wait a few minutes and then try requesting a new OTP.


3. **Ensure you're using the right email address:** Make sure you're entering the email address associated with your GeM account.


4. **Contact your email service provider:** If you're still not receiving the OTP, you may want to contact your email service provider to ensure there are no issues with your email account.


5. **Contact GeM customer support:** If you've tried all of the above and are still unable to receive the OTP, you can contact GeM customer support for assistance. You can reach them by phone at [phone number], by email at [email address], or by live chat on the GeM website."
"How do I add more users to my seller account after registration?
","1. Log in to your GeM seller account.

2. Click on the ""My Account"" tab.

3. Select ""Manage Users"" from the drop-down menu.

4. Click on the ""Add User"" button.

5. Enter the following information:

    * User Name
    * Email Address
    * Mobile Number
    * Role (Admin/Account Manager/Sales Executive/Warehouse Manager)

6. Click on the ""Save"" button.

7. The new user will be added to your account and will receive an email notification with their login credentials."
"I selected the wrong organization type during registration. How can I change this?
","To change the organization type you selected during registration, please follow these steps:

1. Log in to your GeM account.


2. Click on the ""My Profile"" tab.


3. Under the ""Business Details"" section, click on the ""Edit"" button.


4. In the ""Organization Type"" field, select the correct option from the dropdown menu.


5. Click on the ""Save"" button.

Your organization type will be updated within 24 hours. If you have any questions or need assistance, please feel free to contact our customer support team by calling 1800-419-4367 or emailing helpdesk-gem@gov.in."
"How long does it take to activate my seller account after successful registration?
","The activation of your seller account on GeM portal may take up to 7 working days post successful registration. This includes the verification of your documents and other necessary information provided by you during the registration process. Once your account is activated, you will receive an email notification informing you about the same. Please note that the activation process may vary depending on the volume of applications being processed at the time. If you have not received any communication regarding your account activation within 10 working days, you may reach out to GeM's customer support for assistance."
"I haven't received approval for my seller registration. Who should I contact?
","Sure, here is the answer to your question:

If you have not received approval for your seller registration on GeM, you can contact the GeM Helpdesk for assistance.

Here are the steps to contact the GeM Helpdesk:

1. Visit the GeM Helpdesk website: https://gem.gov.in/helpdesk
2. Click on the ""Contact Us"" button.
3. Select ""Seller Registration"" from the ""Category"" dropdown menu.
4. Enter your registered email address and mobile number.
5. In the ""Message"" box, describe your issue and provide any relevant details.
6. Attach any supporting documents, if necessary.
7. Click on the ""Submit"" button.

Alternatively, you can also contact the GeM Helpdesk through the following channels:

* Email: support-gem@gov.in
* Phone: 1800-419-0666 (toll-free)
* Address: GeM Helpdesk, 3rd Floor, D-Block, Sector-63, Noida, Uttar Pradesh - 201309

GeM Helpdesk's working hours are from Monday to Friday, 9:00 AM to 6:00 PM (IST).

Please note that the approval process for seller registration on GeM can take some time. You should allow at least 7 to 10 working days for your application to be processed.

If you have any further questions or concerns, please feel free to contact the GeM Helpdesk."
